"items_address","items_catid","items_city","items_country","items_cutDescription","items_date","items_description","items_id","items_lat","items_lng","items_multimedia","items_readmore","items_state","items_street","items_title","items_zip"
"Sadar Civil Hospital Campus, , 360001  Rajkot, Gujarat , India","15"," Rajkot","India","Pandit Dindayal Upadhyay Medical College, Sadar Civil Hospital Campus, Rajkot, Gujarat 360001","2020-03-22 21:19:14","Pandit Dindayal Upadhyay Medical College, Sadar Civil Hospital Campus, Rajkot, Gujarat 360001","45","22.305006","70.798424","","/index.php/testing-facilities/15-government-laboratories/45-government-medical-college-rajkot-gujarat","Gujarat ","Sadar Civil Hospital Campus, ","Government Medical College, Rajkot, Gujarat","360001"
"Opp Income Tax Department Office, Majura Gate, 395001 Surat, Gujarat , India","15","Surat","India","Opp Income Tax Department Office, Majura Gate, Surat, Gujarat 395001","2020-03-22 21:07:07","Opp Income Tax Department Office, Majura Gate, Surat, Gujarat 395001","43","21.178091","72.820244","","/index.php/testing-facilities/15-government-laboratories/43-government-medical-college-surat","Gujarat ","Opp Income Tax Department Office, Majura Gate","Government Medical College, Surat","395001"
" Collector Office Road, 610004 Thiruvarur, Tamil Nadu, India","15","Thiruvarur","India","Government Medical College, <span class=""section-info-text""><span class=""widget-pane-link"">Collector office Master Plan Complex, Collector Office Road,</span></span>...","2020-03-23 07:06:52","Government Medical College, <span class=""section-info-text""><span class=""widget-pane-link"">Collector office Master Plan Complex, Collector Office Road, Thiruvarur, Tamil Nadu 610004</span></span>","102","10.776112","79.602654","","/index.php/testing-facilities/15-government-laboratories/102-government-medical-college-thiruvarur","Tamil Nadu"," Collector Office Road","Government Medical College, Thiruvarur","610004"
"M. G. Kavu, , 680596 Thrissur, , Kerala , India","15","Thrissur, ","India","M. G. Kavu, Thrissur, Kerala 680596","2020-03-22 22:50:06","M. G. Kavu, Thrissur, Kerala 680596","64","10.614176","76.195602","","/index.php/testing-facilities/15-government-laboratories/64-government-medical-college-thrissur","Kerala ","M. G. Kavu, ","Government Medical College, Thrissur","680596"
"Ulloor - Akkulam Rd, near SAT hospital Medical College Junction, ,  695011  Chalakkuzhi, Thiruvananthapuram,,  Kerala, India","15"," Chalakkuzhi, Thiruvananthapuram,","India","Ulloor - Akkulam Rd, near SAT hospital Medical College Junction, Chalakkuzhi, Thiruvananthapuram,...","2020-03-22 22:46:55","Ulloor - Akkulam Rd, near SAT hospital Medical College Junction, Chalakkuzhi, Thiruvananthapuram, Kerala 695011","63","8.524302","76.924255","","/index.php/testing-facilities/15-government-laboratories/63-government-medical-college-trivandrum"," Kerala","Ulloor - Akkulam Rd, near SAT hospital Medical College Junction, ","Government Medical College, Trivandrum"," 695011"
"Vinoba Bhave Rd, Anandpura, 390001 Vadodara, Gujarat , India","15","Vadodara","India","Vinoba Bhave Rd, Anandpura, Vadodara, Gujarat 390001","2020-03-22 20:59:10","Vinoba Bhave Rd, Anandpura, Vadodara, Gujarat 390001","42","22.304007","73.191803","","/index.php/testing-facilities/15-government-laboratories/42-government-medical-college-vadodara","Gujarat ","Vinoba Bhave Rd, Anandpura","Government Medical College, Vadodara","390001"
"Govt. Theni Medical College, 625531 Theni, Tamil Nadu, India","15","Theni","India","Govt. Theni Medical College, k. villakku, Tamil Nadu 625531","2020-03-23 05:42:14","Govt. Theni Medical College, k. villakku, Tamil Nadu 625531","91","10.006198","77.551498","","/index.php/testing-facilities/15-government-laboratories/91-government-theni-medical-college-theni","Tamil Nadu","Govt. Theni Medical College","Government Theni  Medical College, Theni","625531"
"GST Road, 605601 Villupuram, Tamil Nadu, India","15","Villupuram","India","Government Villupuram Medical College, <span class=""section-info-text""><span class=""widget-pane-link"">Mundiyampakkam, Villupuram, Tamil Nadu 605601</span></span>","2020-03-23 07:04:46","Government Villupuram Medical College, <span class=""section-info-text""><span class=""widget-pane-link"">Mundiyampakkam, Villupuram, Tamil Nadu 605601</span></span>","100","11.994311","79.513016","","/index.php/testing-facilities/15-government-laboratories/100-government-villupuram-medical-college-villupuram","Tamil Nadu","GST Road","Government Villupuram Medical College, Villupuram","605601"
"University Road, Jubilee Park, 431004  Aurangabad, Maharashtra , India","15"," Aurangabad","India","University Road, Jubilee Park, Aurangabad, Maharashtra 431004","2020-03-23 05:19:15","University Road, Jubilee Park, Aurangabad, Maharashtra 431004","77","19.889299","75.318611","","/index.php/testing-facilities/15-government-laboratories/77-govt-medical-college-hospital-aurangabad","Maharashtra ","University Road, Jubilee Park","Govt Medical College & Hospital Aurangabad","431004"
"Rangbari Rd, Sector - A, 324010 Kota, Rajasthan, India","15","Kota","India","Govt. Medical College, Rangbari Rd, Sector - A, Rangbari, Kota, Rajasthan 324010","2020-03-23 12:16:06","Govt. Medical College, Rangbari Rd, Sector - A, Rangbari, Kota, Rajasthan 324010","141","25.123581","75.827454","","/index.php/testing-facilities/15-government-laboratories/141-govt-medical-college-kota","Rajasthan","Rangbari Rd, Sector - A","Govt. Medical College, Kota","324010"
"J J Marg, Nagpada-Mumbai Central, J J Marg, Nagpada-Mumbai Central, Noor Baug, Mazgaon, , 400008 Mumbai, , Maharashtra , India","15","Mumbai, ","India","J J Marg, Nagpada-Mumbai Central, J J Marg, Nagpada-Mumbai Central, Noor Baug, Mazgaon, Mumbai,...","2020-03-24 14:24:13","J J Marg, Nagpada-Mumbai Central, J J Marg, Nagpada-Mumbai Central, Noor Baug, Mazgaon, Mumbai, Maharashtra 400008","161","18.96352","72.833588","","/index.php/testing-facilities/15-government-laboratories/161-grant-medical-college-sir-jj-hospital-mumbai","Maharashtra ","J J Marg, Nagpada-Mumbai Central, J J Marg, Nagpada-Mumbai Central, Noor Baug, Mazgaon, ","Grant Medical College & Sir JJ Hospital, Mumbai","400008"
"Sedam Rd,Veeresh Nagar Cross, behind MRMC, , 585101 Gulbarga, , Karnataka , India","15","Gulbarga, ","India","Sedam Rd,Veeresh Nagar Cross, behind MRMC, Gulbarga, Karnataka 585101","2020-03-22 22:40:58","Sedam Rd,Veeresh Nagar Cross, behind MRMC, Gulbarga, Karnataka 585101","61","17.328522","76.839897","","/index.php/testing-facilities/15-government-laboratories/61-gulbarga-institute-of-medical-sciences-gulbarga","Karnataka ","Sedam Rd,Veeresh Nagar Cross, behind MRMC, ","Gulbarga Institute Of Medical Sciences, Gulbarga","585101"
"Acharya Donde Marg, Parel, 400012 Mumbai, Maharashtra, India","15","Mumbai","India","Acharya Donde Marg, Parel,  Mumbai  400012, Maharashtra ","2020-03-29 14:56:03","Acharya Donde Marg, Parel,  Mumbai  400012, Maharashtra ","195","19.002079","72.843765","","/index.php/testing-facilities/15-government-laboratories/195-haffkine-institute-mumbai","Maharashtra","Acharya Donde Marg, Parel","Haffkine Institute, Mumbai","400012"
"Shri panchamukhi medicals and clinic, opp. govt high school, , 573201 Hassan, , Karnataka , India","15","Hassan, ","India","Shri panchamukhi medicals and clinic, opp. govt high school, Hassan, Karnataka 573201","2020-03-22 22:31:43","Shri panchamukhi medicals and clinic, opp. govt high school, Hassan, Karnataka 573201","59","13.00489","76.102692","","/index.php/testing-facilities/15-government-laboratories/59-hassan-institute-of-medical-sciences-hassan","Karnataka ","Shri panchamukhi medicals and clinic, opp. govt high school, ","Hassan Institute of Medical Sciences, Hassan","573201"
"Baba Raghav Das (BRD) Medical College Campus, 273013 Gorakhpur, Uttar Pradesh, India","15","Gorakhpur","India","Baba Raghav Das (BRD) Medical College Campus, Gorakhpur, Uttar Pradesh PIN-273013","2020-03-25 05:05:00","Baba Raghav Das (BRD) Medical College Campus, Gorakhpur, Uttar Pradesh PIN-273013","165","26.812803","83.398865","","/index.php/testing-facilities/15-government-laboratories/165-icmr-regional-medical-research-centre-gorakhpur","Uttar Pradesh","Baba Raghav Das (BRD) Medical College Campus","ICMR- Regional Medical Research Centre, Gorakhpur","273013"
"Off Marol Military Road, 400072  Andheri East, Maharashtra, India","16"," Andheri East","India","1st Floor, krislon House, Off Marol Military Road, Andheri East, Mumbai Maharashtra 400072","2020-03-25 06:43:26","1st Floor, krislon House, Off Marol Military Road, Andheri East, Mumbai Maharashtra 400072","166","19.110266","72.884895","","/index.php/testing-facilities/16-private-laboratories/166-igenetic-diagnostics-pvt-ltd-mumbai","Maharashtra","Off Marol Military Road","iGenetic Diagnostics Pvt. Ltd., Mumbai","400072"
"Mayo Hospital, Central Ave, Mominpura, , 440018 Nagpur, Maharashtra , India","15","Nagpur","India","Mayo Hospital, Central Ave, Mominpura, Nagpur 440018","2020-03-23 05:05:57","Mayo Hospital, Central Ave, Mominpura, Nagpur 440018","72","21.153418","79.091782","","/index.php/testing-facilities/15-government-laboratories/72-indira-gandhi-government-medical-college-hospital","Maharashtra ","Mayo Hospital, Central Ave, Mominpura, ","Indira Gandhi Government Medical College & Hospital","440018"
"Allahabad bank, Bailey Rd, 800014 Sheikhpura, Patna, Bihar, India","15","Sheikhpura, Patna","India","Allahabad bank, Bailey Rd, Sheikhpura, Patna, Bihar 800014","2020-03-24 13:32:07","Allahabad bank, Bailey Rd, Sheikhpura, Patna, Bihar 800014","158","25.610615","85.088951","","/index.php/testing-facilities/15-government-laboratories/158-indira-gandhi-institute-of-medical-sciences-patna","Bihar","Allahabad bank, Bailey Rd","Indira Gandhi Institute of Medical Sciences, Patna","800014"
"Ridge Sanjauli Rd, Lakkar Bazar, , 171001 Shimla, , Himachal Pradesh , India","15","Shimla, ","India","Ridge Sanjauli Rd, Lakkar Bazar, Shimla, Himachal Pradesh 171001","2020-03-22 21:34:13","Ridge Sanjauli Rd, Lakkar Bazar, Shimla, Himachal Pradesh 171001","49","31.106512","77.182251","","/index.php/testing-facilities/15-government-laboratories/49-indira-gandhi-medical-college-shimla","Himachal Pradesh ","Ridge Sanjauli Rd, Lakkar Bazar, ","Indira Gandhi Medical College, Shimla","171001"
"Road Number 23, Wagle Industrial Estate, 400604 Thane, Maharashtra, India","16","Thane","India","InfeXn Laboratories Private Ltd, A/131, Therelek Compound, Road Number 23, Wagle Industrial...","2020-03-24 12:05:12","InfeXn Laboratories Private Ltd, A/131, Therelek Compound, Road Number 23, Wagle Industrial Estate, Thane West, Thane, Maharashtra 400604","157","19.195042","72.946365","","/index.php/testing-facilities/16-private-laboratories/157-infexn-laboratories-private-ltd-thane","Maharashtra","Road Number 23, Wagle Industrial Estate","InfeXn Laboratories Private Ltd, Thane","400604"
" D1 ILBS Road, Vasant Kunj,, 110070 New Delhi, Delhi, India","15","New Delhi","India","D1 ILBS Road, Vasant Kunj, New Delhi, Delhi 110070","2020-03-23 09:10:07","D1 ILBS Road, Vasant Kunj, New Delhi, Delhi 110070","123","28.506643","77.163948","","/index.php/testing-facilities/15-government-laboratories/123-institute-of-liver-and-biliary-sciences-new-delhi","Delhi"," D1 ILBS Road, Vasant Kunj,","Institute of Liver and Biliary Sciences, New Delhi","110070"
"Aurobindo Colony, Banaras Hindu University Campus, ,  221005 Varanasi,, Uttar Pradesh, India","15","Varanasi,","India","Aurobindo Colony, Banaras Hindu University Campus, Varanasi, Uttar Pradesh 221005","2020-03-22 20:45:31","Aurobindo Colony, Banaras Hindu University Campus, Varanasi, Uttar Pradesh 221005","39","25.274498","82.999542","","/index.php/testing-facilities/15-government-laboratories/39-institute-of-medical-sciences-bhu","Uttar Pradesh","Aurobindo Colony, Banaras Hindu University Campus, ","Institute of Medical Sciences BHU"," 221005"
"244, Acharya Jagadish Chandra Bose Rd, Bhowanipore, 700020  Kolkata,  West Bengal , India","15"," Kolkata","India","244, Acharya Jagadish Chandra Bose Rd, Bhowanipore, Kolkata, West Bengal 700020","2020-03-22 20:00:32","244, Acharya Jagadish Chandra Bose Rd, Bhowanipore, Kolkata, West Bengal 700020","22","22.53969","88.342216","","/index.php/testing-facilities/15-government-laboratories/22-institute-of-post-graduate-medical-education-research-ipgmer-kolkata"," West Bengal ","244, Acharya Jagadish Chandra Bose Rd, Bhowanipore","Institute of Post Graduate Medical Education & Research (IPGMER), Kolkata","700020"
"Narayanaguda, 500029 Hyderabad, Telangana, India","15","Hyderabad","India","Narayanaguda, Hyderabad, Telangana 500029","2020-03-27 07:32:06","Narayanaguda, Hyderabad, Telangana 500029","183","17.394382","78.49205","","/index.php/testing-facilities/15-government-laboratories/183-institute-of-preventive-medicine-hyderabad","Telangana","Narayanaguda","Institute Of Preventive Medicine, Hyderabad","500029"
"Thalappady, , 686019 Thalappady, , Kerala , India","15","Thalappady, ","India","Thalappady, Kerala 686019","2020-03-24 14:16:35","Thalappady, Kerala 686019","160","9.57547","76.578987","","/index.php/testing-facilities/15-government-laboratories/160-interuniversity-kottayam","Kerala ","Thalappady, ","Interuniversity, kottayam","686019"
"Jipmer Campus Rd, Gorimedu, Dhanvantari Nagar, ,  605006 Puducherry,, Puducherry,, India","15","Puducherry,","India","Jipmer Campus Rd, Gorimedu, Dhanvantari Nagar, Puducherry, 605006","2020-03-23 05:36:59","Jipmer Campus Rd, Gorimedu, Dhanvantari Nagar, Puducherry, 605006","86","11.950302","79.797508","","/index.php/testing-facilities/15-government-laboratories/86-jawaharlal-institute-of-postgraduate-medical-education-research-puducherry","Puducherry,","Jipmer Campus Rd, Gorimedu, Dhanvantari Nagar, ","Jawaharlal Institute of Postgraduate Medical Education & Research, Puducherry"," 605006"
"Porompat, , 795004 Imphal, ,  Manipur, India","15","Imphal, ","India","Porompat, Imphal, Manipur 795004","2020-03-23 05:30:01","Porompat, Imphal, Manipur 795004","82","24.809977","93.96096","","/index.php/testing-facilities/15-government-laboratories/82-jawaharlal-nehru-institute-of-medical-sciences-imphal-east-manipur"," Manipur","Porompat, ","Jawaharlal Nehru Institute of Medical Sciences, Imphal-East, Manipur","795004"
"Medical Rd, AMU Campus, 202002 Aligarh, Uttar Pradesh , India","15","Aligarh","India","Medical Rd, AMU Campus, Aligarh, Uttar Pradesh 202002","2020-03-22 20:41:03","Medical Rd, AMU Campus, Aligarh, Uttar Pradesh 202002","36","27.916861","78.087112","","/index.php/testing-facilities/15-government-laboratories/36-jawaharlal-nehru-medical-college-aligarh","Uttar Pradesh ","Medical Rd, AMU Campus","Jawaharlal Nehru Medical College, Aligarh","202002"
